business_name,email,phone,website,city,address,owner_name,category
Ingo’s Tasty Food,scottsdale@ingostastyfood.com,(602) 825-3000,https://ingostastyfood.com/?utm_source=GMB&utm_medium=local&utm_campaign=dtphx,"Phoenix, USA",,,restaurant
LATHA,hello@lathaphx.com,(480) 640-6183,https://www.lathaphx.com/,"Phoenix, USA",,,restaurant
The Vintage Kitchen,thevintagekitchendublin@gmail.com,(01) 679 8705,http://www.thevintagekitchen.ie/,"Dublin, Ireland",,,irish restaurant
Old Mill Restaurant,info@oldmillrestaurant.ie,(01) 671 9266,http://www.oldmillrestaurant.ie/,"Dublin, Ireland",,,irish restaurant
Trocadero Restaurant Dublin,trocaderoireland@gmail.com,(01) 677 5545,http://www.trocadero.ie/,"Dublin, Ireland",,,restaurant
The Shack Restaurant,info@shackrestaurant.ie,(01) 679 0043,http://www.shackrestaurant.ie/,"Dublin, Ireland",,,irish restaurant
WILDE Restaurant,wilde_reservations@doylecollection.com,(01) 646 3352,https://wilde.ie/?utm_source=google&utm_medium=local&utm_campaign=restaurant-WILDE,"Dublin, Ireland",,,irish restaurant
Library Street Restaurant,bookings@librarystreet.ie,(01) 617 0999,http://www.librarystreet.ie/,"Dublin, Ireland",,,restaurant
Ryleigh's Rooftop Steakhouse,book@ryleighs.ie,(01) 245 7911,https://ryleighs.ie/,"Dublin, Ireland",,,restaurant
Pickle Restaurant,info@picklerestaurant.com,(01) 555 7755,http://www.picklerestaurant.com/,"Dublin, Ireland",,,north indian restaurant
La Caverna Restaurant and Wine Bar,info@lacaverna.ie,(01) 670 3110,http://www.lacaverna.ie/,"Dublin, Ireland",,,italian restaurant
Six by Nico Dublin,vouchers@sixbynico.co.uk,(01) 525 5919,http://sixbynico.ie/,"Dublin, Ireland",,,restaurant
Etto,info@etto.ie,(01) 678 8872,http://www.etto.ie/,"Dublin, Ireland",,,family restaurant
Kloof Street House,info@kloofstreethouse.co.za,021 423 4413,http://www.kloofstreethouse.co.za/,"Cape Town, South Africa",,,restaurant
Utopia Cape Town,info@utopiacapetown.co.za,021 418 3065,http://www.utopiacapetown.co.za/,"Cape Town, South Africa",,,restaurant
The Pot Luck Club,reservations@thepotluckclub.co.za,021 447 0804,http://www.thepotluckclub.co.za/,"Cape Town, South Africa",,,restaurant
GOLD Restaurant,info@goldrestaurant.co.za,021 421 4653,http://www.goldrestaurant.co.za/,"Cape Town, South Africa",,,african restaurant
Fyn Restaurant,info@fynrestaurant.com,021 286 2733,http://fynrestaurant.com/,"Cape Town, South Africa",,,restaurant
The Cousins Trattoria,dine@thecousinsrestaurant.com,083 273 9604,http://www.thecousinsrestaurant.com/,"Cape Town, South Africa",,,italian restaurant
Bouchon Bistro,info@bouchon.co.za,021 422 0695,http://www.bouchon.co.za/,"Cape Town, South Africa",,,restaurant
Grub & Vine,hello@grubandvine.co.za,021 216 0035,http://www.grubandvine.co.za/,"Cape Town, South Africa",,,restaurant
Seven Colours Eatery,reservations@sevencolourseatery.co.za,087 265 8762,https://www.sevencolourseatery.co.za/,"Cape Town, South Africa",,,restaurant
Upper Union,reservations@upperunion.co.za,021 891 0360,http://www.upperunion.co.za/,"Cape Town, South Africa",,,restaurant
VIXI Social House,bookings@vixi.co.za,021 418 1338,http://www.vixi.co.za/,"Cape Town, South Africa",,,restaurant
Bo-Vine Wine & Grill House Camps Bay,events@cbkitchens.com,021 203 5314,http://www.bovinegrillhouse.com/,"Cape Town, South Africa",,,restaurant
Mozambik V & A Waterfront,waterfront@mozambik.co.za,021 023 0345,https://www.mozambik.co.za/western-cape/waterfront/#,"Cape Town, South Africa",,,restaurant
Fuego at Troika Sky Dining,frontdesk@troikaskydining.com,03-2162 0886,http://www.troikaskydining.com/fuego/,"Kuala Lumpur, Malaysia",,,south american restaurant
Cielo Rooftop - Dining and Lounge,customerservice@cielokl.com,012-365 5059,http://cielokl.com/,"Kuala Lumpur, Malaysia",,,western restaurant
Beta KL,betakualalumpur@gmail.com,019-212 1094,https://www.betakl.com/,"Kuala Lumpur, Malaysia",,,fine dining restaurant
Skillet KL,skilletat163@gmail.com,019-212 1240,https://www.skilletkl.com/,"Kuala Lumpur, Malaysia",,,asian restaurant
Bar.Kar Best Restaurant KL,event@feastdininggroup.com,011-2277 3131,https://www.barkarkl.com/,"Kuala Lumpur, Malaysia",,,restaurant
Dining In The Dark KL,customerservice@dininginthedarkkl.com,012-305 2011,https://dininginthedarkkl.com/,"Kuala Lumpur, Malaysia",,,restaurant
NADODI,info@nadodikl.com,017-296 9520,http://www.nadodikl.com/,"Kuala Lumpur, Malaysia",,,fine dining restaurant
El Cerdo,customerservice@elcerdokl.com,013-309 4197,http://elcerdokl.com/,"Kuala Lumpur, Malaysia",,,spanish restaurant
RSVP restaurant,info@pistachiofoods.com,0818 616 6666,https://rsvplagos.com/,"Lagos, Nigeria",,,american restaurant
Z Kitchen,zkitchencareers@zkitchen.co,0906 422 2222,https://zkitchen.co/,"Lagos, Nigeria",,,restaurant
Eric Kayser - Victoria Island,ecommerce@maison-kayser.com,0906 000 7275,https://www.maison-kayser.com/boulangeries/23-31-nigeria,"Lagos, Nigeria",,,restaurant
Wakame Asian Kitchen & Lounge,loslg.wakame@marriott.com,0707 469 3295,http://www.wakamerestaurant.com/,"Lagos, Nigeria",,,restaurant
FX Buckley Steakhouse Crow Street,crowstreet@fxbuckley.ie,,https://www.thebuckleycollection.ie/crow-street,"Dublin, Ireland",,,steak house
Pigalle Restaurant,info@pigalle.capetown,,http://www.pigalle.capetown/,"Cape Town, South Africa",,,restaurant
Bunglow37,bunglow37@gmail.com,,https://www.bunglow37.com/,"Kuala Lumpur, Malaysia",,,restaurant
Shiro Lagos,info@liquid.com,,https://experienceshiro.com/,"Lagos, Nigeria",,,restaurant
NOK by Alara,eservations@nokbyalara.com,,http://www.nokbyalara.com/,"Lagos, Nigeria",,,african restaurant
Lazy Bear,contact@lazybearsf.com,(415) 874-9921,http://www.lazybearsf.com/,"San Francisco, USA",,,restaurants
Scoma's Restaurant,seafood@scomas.com,(415) 771-4383,https://scomas.com/,"San Francisco, USA",,,restaurants
Rich Table,info@richtablesf.com,(415) 355-9085,http://richtablesf.com/,"San Francisco, USA",,,restaurants
Bottega,info@bottegavalencia.com,(415) 655-9048,http://www.bottegavalencia.com/,"San Francisco, USA",,,restaurants
Absinthe Brasserie & Bar,talk@absinthe.com,(415) 551-1590,http://www.absinthe.com/,"San Francisco, USA",,,restaurants
Trestle Restaurant,info@trestlesf.com,(415) 772-0922,http://trestlesf.com/,"San Francisco, USA",,,restaurants
The Cavalier,information@thecavaliersf.com,(415) 321-6000,https://www.thecavaliersf.com/?y_source=1_MjQ4NzYzNDYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"San Francisco, USA",,,restaurants
Bix,info@bixrestaurant.com,(415) 433-6300,http://www.bixrestaurant.com/,"San Francisco, USA",,,restaurants
Abacá,info@restaurantabaca.com,(415) 486-0788,http://www.restaurantabaca.com/,"San Francisco, USA",,,restaurants
The Front Porch,thefrontporchsf@gmail.com,(415) 695-7800,https://www.thefrontporchsf.com/,"San Francisco, USA",,,restaurants
Atlantic Fish Company,websitecontact@atlanticfishco.com,(617) 267-4000,https://www.atlanticfish.com/,"Boston, USA",,,restaurants
Estella Restaurant,partnership@estellaboston.com,(617) 855-9869,https://www.estellaboston.com/,"Boston, USA",,,restaurants
Contessa Boston,reservations@contessaboston.com,(617) 741-3404,https://www.contessaristorante.com/boston/?utm_medium=Click&utm_source=GoogleMyBusiness,"Boston, USA",,,restaurants
Committee,events@committeeboston.com,(617) 737-5051,https://committeeboston.com/?utm_source=google&utm_medium=organic&utm_campaign=Google_My_Business,"Boston, USA",,,restaurants
Canlis,reservations@canlis.com,(206) 283-3313,https://canlis.com/,"Seattle, USA",,,restaurants
Pike Place Chowder - Pike Place Market,info@pikeplacechowder.com,(206) 267-2537,https://www.pikeplacechowder.com/,"Seattle, USA",,,restaurants
Toulouse Petit Kitchen & Lounge,reservations@toulousepetit.com,(206) 432-9069,https://www.toulousepetit.com/,"Seattle, USA",,,restaurants
Shaker + Spear,info@shakerandspear.com,(206) 826-1700,https://www.shakerandspear.com/,"Seattle, USA",,,restaurants
Matt's in the Market,events@mattsinthemarket.com,(206) 467-7909,http://www.mattsinthemarket.com/,"Seattle, USA",,,restaurants
Von's 1000Spirits,info@vons1000spirits.com,(206) 621-8667,https://www.vons1000spirits.com/?utm_source=gmb&utm_medium=organic&utm_campaign=gmbpost,"Seattle, USA",,,restaurants
Decorum Birmingham,info@decorumbirmingham.co.uk,0121 820 8635,https://decorumbirmingham.co.uk/,"Birmingham, UK",,,restaurants
Tattu Birmingham,birmingham@tattu.co.uk,0121 236 5556,https://tattu.co.uk/locations/birmingham/,"Birmingham, UK",,,restaurants
Pasture Birmingham,jointheteam@pasturerestaurant.com,07907 868498,https://pasturerestaurant.com/locations/pasture-birmingham/,"Birmingham, UK",,,restaurants
Fat Hippo Birmingham,birmingham@fathippo.co.uk,0121 820 0046,https://fathippo.co.uk/,"Birmingham, UK",,,restaurants
The Wilderness,reservations@wearethewilderness.co.uk,0121 233 9425,http://wearethewilderness.co.uk/,"Birmingham, UK",,,restaurants
Adam's Restaurant,info@adamsrestaurant.co.uk,0121 643 3745,https://www.adamsrestaurant.co.uk/,"Birmingham, UK",,,restaurants
The Lost & Found Birmingham,info@the-lostandfound.co.uk,0121 643 9293,https://www.lostandfoundbirmingham.co.uk/?utm_source=gbp&utm_medium=Yext&y_source=1_MjMyMjYxMjItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"Birmingham, UK",,,restaurants
Tropea,enquiries@tropea.uk,0121 427 9777,https://www.tropea.uk/,"Birmingham, UK",,,restaurants
San Carlo - Birmingham,guestrelations@sancarlo.co.uk,0121 633 0251,https://sancarlo.co.uk/restaurants/san-carlo-birmingham/?utm_source=google&utm_medium=organic_gbp&utm_campaign=birmingham,"Birmingham, UK",,,restaurants
Tattu Edinburgh,edinburgh@tattu.co.uk,0131 558 1922,https://tattu.co.uk/locations/edinburgh/,"Edinburgh, UK",,,restaurants
The Piper's Rest,info@thepipersrest.co.uk,0131 285 5240,http://www.thepipersrest.co.uk/,"Edinburgh, UK",,,restaurants
LYLA Restaurant & Rooms,reservations@lylaedinburgh.co.uk,0131 285 8808,https://lylaedinburgh.co.uk/,"Edinburgh, UK",,,restaurants
The Spence,reservations@gleneaglestownhouse.com,0131 322 3780,https://gleneagles.com/townhouse/eat-drink/the-spence/?utm_source=google&utm_medium=local&utm_campaign=restaurant-thespence,"Edinburgh, UK",,,restaurants
The Buttery,buttery@twofatladiesrestaurant.com,0141 221 8188,https://twofatladiesrestaurant.com/buttery,"Glasgow, UK",,,restaurants
Ox and Finch,hello@oxandfinch.com,0141 339 8627,http://www.oxandfinch.com/,"Glasgow, UK",,,restaurants
The Merchant Steakhouse,manager@themerchantsteakhouse.com,0141 552 2019,https://themerchantsteakhouse.com/,"Glasgow, UK",,,restaurants
Sugo Pasta,hello@sugopasta.co.uk,0141 258 1650,https://www.sugopasta.co.uk/,"Glasgow, UK",,,restaurants
The Citizen Glasgow,info@thecitizenglasgow.co.uk,0141 222 2909,http://www.thecitizenglasgow.co.uk/,"Glasgow, UK",,,restaurants
Bothy Glasgow,info@bothyglasgow.co.uk,0141 334 4040,http://www.bothyglasgow.co.uk/,"Glasgow, UK",,,restaurants
Fallachan Kitchen,kitchen@fallachan.co.uk,,https://www.fallachankitchen.co.uk/,"Glasgow, UK",,,restaurants
The Iron Duke,theirondukeglasgow@outlook.com,07825 108219,https://theirondukeglasgow.co.uk/,"Glasgow, UK",,,restaurants
Chaophraya,info@thaileisuregroup.co.uk,0141 320 0241,https://chaophraya.co.uk/glasgow/,"Glasgow, UK",,,restaurants
Rumi Restaurant,admin@rumirestaurant.info,0141 846 0704,https://www.rumirestaurant.info/,"Glasgow, UK",,,restaurants
Le Majestique Montréal,info@restobarmajestique.com,(514) 439-1850,http://www.restobarmajestique.com/,"Montreal, Canada",,,restaurants
Yoko Luna,concierge@yokoluna.com,(514) 929-9656,http://www.yokoluna.com/,"Montreal, Canada",,,restaurants
Île Flottante,info@restaurantileflottante.com,(514) 278-6854,http://www.restaurantileflottante.com/,"Montreal, Canada",,,restaurants
Gibbys,info@gibbys.com,(514) 282-1837,http://www.gibbys.com/,"Montreal, Canada",,,restaurants
Garde Manger,admin@crownsalts.com,(514) 678-5044,http://gardemanger.ca/,"Montreal, Canada",,,restaurants
BARROCO,info@barroco.ca,(438) 812-7852,http://www.barroco.ca/,"Montreal, Canada",,,restaurants
Ten Foot Henry,eat@tenfoothenry.com,(403) 475-5537,http://tenfoothenry.com/,"Calgary, Canada",,,restaurants
Orchard Restaurant,hello@orchardyyc.com,(403) 243-2392,https://orchardyyc.com/,"Calgary, Canada",,,restaurants
Salt & Brick - Calgary,info@saltandbrick.com,(403) 371-3429,http://www.saltandbrick.com/,"Calgary, Canada",,,restaurants
NOtaBLE - The Steakhouse,info@notablesteak.ca,(403) 288-4372,https://www.notablesteak.ca/,"Calgary, Canada",,,restaurants
Pat and Betty,lotus@patandbetty.com,,http://www.patandbetty.com/,"Calgary, Canada",,,restaurants
Klein / Harris,hello@kleinharris.com,(403) 262-8100,http://www.kleinharris.com/,"Calgary, Canada",,,restaurants
Vero Bistro Moderne,info@verobistro.ca,(403) 283-8988,http://www.verobistro.ca/,"Calgary, Canada",,,restaurants
La Vue Waterfront Restaurant,ronaldo@lavuerestaurant.com.au,,https://lavuerestaurant.com.au/,"Brisbane, Australia",,,restaurants
Rogue Bistro,info@roguebistro.com,0476 764 833,http://www.roguebistro.com/,"Brisbane, Australia",,,restaurants
Toscano Bar & Kitchen,info@toscanobar.com.au,(07) 3705 4326,https://www.toscanobar.com.au/,"Brisbane, Australia",,,restaurants
Rothwell’s Bar & Grill,reservations@rothwellsbrisbane.com.au,(07) 3038 1169,https://rothwellsbrisbane.com.au/,"Brisbane, Australia",,,restaurants
Southside Restaurant,seatme@southside-restaurant.com.au,(07) 3067 7269,https://www.southside-restaurant.com.au/,"Brisbane, Australia",,,restaurants
Pompette,info@pompette.com.au,(07) 2111 6888,https://www.pompette.com.au/,"Brisbane, Australia",,,restaurants
